ELE/MEC,EQUIPAMENTO,MARCA ,MODELO,RANGE,"UNIDADE
RANGE",COD INTERNO,SERIAL,DIVISÃO,PS,ENTRADA OF ET,SAÍDA/CAL,RETORNO CAL,ULTIMA CALIBRAÇÃO,CICLO CALIBRAÇÃO,PRÓXIMA CALIBRAÇÃO,VALIDADE CALIBRAÇÃO,CERTIFICADO  ,SITUAÇÃO,COMENTÁRIOS,CUSTO ESTIMADO,CUSTO CONTRAT (R$),PAGAMENTO,LOCAL CALIBRAÇÃO,item,CERTIFICADO 
MEC,TORQUÍMETRO ,,STURTEVANT RICHMONT (CAL-36) 2-36 lbs,4.0,Nm,CMASM-IDM-T46-022,44030121,MK-46,,,,,,12,01/01/24,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,STURTEVANT RICHMONT (CAL-36) 2-36 lbs,4.0,Nm,CMASM-IDM-T46-024,44030126,MK-46,,,,,,12,01/01/24,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,UTICA (DA130) 0-30 lbs,3.0,Nm,CMASM-IDM-T46-025,44050130,MK-46,,07/15/24,08/20/24,08/12/24,08/02/24,12,08/02/25,DESCALIBRADO,218998/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,SNAP-ON (QDJR50) 10-50 lbs,6.0,Nm,CMASM-IDM-T46-026,506356537,MK-46,,,,,,12,01/01/24,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,SNAP-ON (QDJR50) 10-50 lbs,6.0,Nm,CMASM-IDM-T46-027,506356573,MK-46,,,,,,12,01/01/24,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,SNAP-ON (QDJR50) 10-50 lbs,6.0,Nm,CMASM-IDM-T46-028,506358602,MK-46,,07/15/24,08/20/24,08/12/24,08/02/24,12,08/02/25,DESCALIBRADO,218968/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,SNAP-ON (QD1200) 40-200 lbs,20.0,Nm,CMASM-IDM-T46-029,606389094,MK-46,,07/15/24,08/20/24,08/12/24,08/02/24,12,08/02/25,DESCALIBRADO,218914/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,SNAP-ON (QD1200) 40-200 lbs,20.0,Nm,CMASM-IDM-T46-030,606389100,MK-46,,,,,,12,01/01/24,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,SNAP-ON (QD1200) 40-200 lbs,20.0,Nm,CMASM-IDM-T46-031,606620314,MK-46,,09/16/24,09/18/24,,,12,01/01/24,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,115.0,Nm,CMASM-IDM-T46-032,9910010020,MK-46,,09/16/24,09/18/24,10/16/24,10/02/24,12,10/02/25,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,115.0,Nm,CMASM-IDM-T46-033,9910010026,MK-46,,09/16/24,09/18/24,10/16/24,10/01/24,12,10/01/25,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,115.0,Nm,CMASM-IDM-T46-034,9910010040,MK-46,,07/15/24,08/20/24,08/12/24,08/02/24,12,08/02/25,DESCALIBRADO,218956/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,115.0,Nm,CMASM-IDM-T46-035,9910010045,MK-46,,07/15/24,08/20/24,08/12/24,08/02/24,12,08/02/25,DESCALIBRADO,218976/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,115.0,Nm,CMASM-IDM-T46-036,9910010089,MK-46,,,,,,12,01/01/24,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,115.0,Nm,CMASM-IDM-T46-038,9910010099,MK-46,,07/15/24,08/20/24,08/12/24,08/02/24,12,08/02/25,DESCALIBRADO,218942/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,115.0,Nm,CMASM-IDM-T46-039,9910010105,MK-46,,,,,,12,01/01/24,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,115.0,Nm,CMASM-IDM-T46-040,9910010132,MK-46,,09/16/24,09/18/24,10/16/24,10/01/24,12,10/01/25,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,115.0,Nm,CMASM-IDM-T46-041,11910011105,MK-46,,09/16/24,09/18/24,10/16/24,10/01/24,12,10/01/25,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,115.0,Nm,CMASM-IDM-T46-042,11910011123,MK-46,,09/16/24,09/18/24,10/16/24,10/01/24,12,10/01/25,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,115.0,Nm,CMASM-IDM-T46-043,11910011147,MK-46,,09/16/24,09/18/24,10/16/24,10/01/24,12,10/01/25,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,115.0,Nm,CMASM-IDM-T46-045,11910011207,MK-46,,,,,,12,01/01/24,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,115.0,Nm,CMASM-IDM-T46-046,11910011214,MK-46,,,,,,12,01/01/24,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,115.0,Nm,CMASM-IDM-T46-047,11910011218,MK-46,,,,,,12,01/01/24,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,115.0,Nm,CMASM-IDM-T46-048,11910011223,MK-46,,,,,,12,01/01/24,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,115.0,Nm,CMASM-IDM-T46-049,11910011229,MK-46,,,,,,12,01/01/24,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,115.0,Nm,CMASM-IDM-T46-050,11910011239,MK-46,,09/16/24,09/18/24,10/16/24,10/01/24,12,10/01/25,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,115.0,Nm,CMASM-IDM-T46-051,11910011243,MK-46,,07/15/24,08/20/24,08/12/24,07/27/24,12,07/27/25,DESCALIBRADO,SEM ETIQUETA/218904/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,115.0,Nm,CMASM-IDM-T46-052,11910011266,MK-46,,07/15/24,08/20/24,08/12/24,08/02/24,12,08/02/25,DESCALIBRADO,218930/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,SNAP-ON (QJR284E) 150-1000 lbs,115.0,Nm,CMASM-IDM-T46-053,11910011986,MK-46,,,,,,12,01/01/24,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,STURTEVANT RICHMONT (CAL-36) 2-36 lbs,4.0,Nm,CMASM-IDM-T46-054,104-A,MK-46,,07/15/24,08/20/24,08/12/24,26/07/24,12,#VALUE!,#VALUE!,SEM ETIQUETE/219018/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,Consolidated devices (1502DI) 0 – 150 lbs,15.0,Nm,CMASM-IDM-T46-055,5120-00-230-63-80575,MK-46,,07/15/24,08/20/24,08/12/24,08/02/24,12,08/02/25,DESCALIBRADO,219003/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,Consolidated devices (1502DI) 0 – 150 lbs,15.0,Nm,CMASM-IDM-T46-056,5120-00-230-63-80976,MK-46,,,,,,12,01/01/24,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,CONSOLITED DEVICES (1502MR) 10-150 lbs,15.0,Nm,CMASM-IDM-T46-057,5120-00-288-8865,MK-46,,07/15/24,08/20/24,08/12/24,08/02/24,12,08/02/25,DESCALIBRADO,219009/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TRANSDUTOR DE PRESSÃO,Mensor,Transducer Mensor Corporation 200 PSI 17777001 ,200,PSI,CMASM-IDM-T46-058,832251,MK-46,,10/30/24,10/31/24,,,12,01/01/24,DESCALIBRADO,,CMASM,,R$ 338.69,,,BACS,,
MEC,TRANSDUTOR DE PRESSÃO,,Transducer Mensor Corporation 1500 PSI 17777001,1500,PSI,CMASM-IDM-T46-059,832515,MK-46,,09/05/24,10/31/24,11/25/24,11/12/24,12,11/12/25,DESCALIBRADO,falta certificADO,CMASM,,R$ 338.69,,,BACS,,
MEC,TRANSDUTOR DE PRESSÃO,Mensor,Transducer Mensor Corporation 1500 PSI 17777001,1500,PSI,CMASM-IDM-T46-060,832516,MK-46,,10/30/24,,,,12,01/01/24,DESCALIBRADO,,CMASM,,R$ 338.69,,,BACS,,
MEC,TRANSDUTOR DE PRESSÃO,,Transducer Mensor Corporation 200 PSI 17777001 ,200,PSI,CMASM-IDM-T46-061,832521,MK-46,,09/05/24,10/31/24,11/25/24,11/12/24,12,11/12/25,DESCALIBRADO,falta certificado ,CMASM,,R$ 338.69,,,BACS,,
MEC,TRANSDUTOR DE PRESSÃO,,Transducer Mensor Corporation 200 PSI 17777001 ,200,PSI,CMASM-IDM-T46-062,410009JN,MK-46,,09/05/24,10/31/24,11/25/24,11/12/24,12,11/12/25,DESCALIBRADO,falta certificado ,CMASM,,R$ 338.69,,,BACS,,
MEC,TRANSDUTOR DE PRESSÃO,,Transducer Mensor Corporation 1500 PSI 17777001,1500,PSI,CMASM-IDM-T46-063,410009TL,MK-46,,09/05/24,10/31/24,11/25/24,11/12/24,12,11/12/25,DESCALIBRADO,falta certificado ,CMASM,,R$ 338.69,,,BACS,,
ELE ,AMPLIFICADOR TRANSCONDUTÂNCIA,FLUKE,5220A,,,CMASM-IDE-T48-043,5530012,MK-48,,10/05/23,10/09/23,12/21/23,11/24/23,32,07/24/26,CALIBRADO,certificado nº 2142130/2023,CMASM,,R$ 776.23,R$ 0.00,,CMS,,
ELE ,AMPLIFICADOR TRANSCONDUTÂNCIA,FLUKE,5220A,,,CMASM-IDE-T48-044,3315010,MK-48,,05/08/23,,07/25/23,06/12/24,32,02/12/27,CALIBRADO,certificado nº 2142048/2023,CMASM,,R$ 373.86,R$ 0.00,,CMS,,
MEC,BALANÇA DE PESO MORTO,AMETEK ,HYDRAULIC DEADWEIGHT TESTER DM-T-100/C,15000,PSI,CMASM-IDM-T48-270,100311,MK-48,deserto,,,,10/18/17,24,10/18/19,DESCALIBRADO,,CMASM,vrf mqt dinamometro,R$ 84.33,R$ 0.00,,DESERTO,,
MEC,BALANÇA DE PESO MORTO,AMETEK ,HYDRAULIC DEADWEIGHT TESTER DM-T-100/C,15000,PSI,CMASM-IDM-T48-271,100312,MK-48,,,,,04/04/17,24,04/04/19,DESCALIBRADO,,CMASM,,R$ 84.33,R$ 0.00,,DESERTO,,
MEC,BALANÇA DIGITAL,,BALANÇA DIGITAL (0 - 1200g),"1,2",Kg ,CMASM-IDM-T48-266,---,MK-48,visomes lt2/2026,08/23/24,09/16/24,10/30/24,10/22/24,12,10/22/25,DESCALIBRADO,falta certificado ,CMASM,,R$ 320.00,R$ 320.00,,VISOMES 229/2025,,
MEC,BALANÇA DIGITAL,,"SCALE, DIGITAL READOUT 5000 LB",2268,Kg,CMASM-IDM-T48-267,19399/25102,MK-48,,08/23/24,09/18/24,10/16/24,10/01/24,12,10/01/25,DESCALIBRADO,MQT31194/24 ,CMASM,PREGAO 2025,R$ 320.00,,,VISOMES 229/2025,,
ELE ,CALIBRADOR ,,,,,,,MK-48,,,,,,,,DESCALIBRADO,,,,,R$ 0.00,,CMS,,
ELE,CALIBRADOR DIGITAL,FLUKE,5100B,,,CMASM-IDM-T48-067,3450005,MK-48,,,,,,,,DESCALIBRADO,,,NOVO  PREGÃO,,R$ 0.00,,CMS,,
ELE ,CALIBRADOR DIGITAL,FLUKE,5100B,,,CMASM-IDE-T48-067,3450005,MK-48,,,,,,,,DESCALIBRADO,,,NOVO PREGÃO,,R$ 0.00,,CMS,,
ELE ,CALIBRADOR MULTIFUNÇÃO ,FLUKE,5100B,"200 VDC x 100 uV
1100 VAC x 0.1 uV
1.9 ADC x 1nA
1.9 AAC x 1nA
1 a 10 Mohm",,CMASM-IDE-T48-039,5165005,MK-48,,08/23/24,09/05/24,11/12/24,11/08/24,7,06/08/25,DESCALIBRADO,REPARO,cms,nec material,"R$ 3,104.95",R$ 0.00,,CMS,,
ELE ,CALIBRADOR MULTIFUNÇÃO ,FLUKE,5100B,"200 VDC x 100 uV
1100 VAC x 0.1 uV
1.9 ADC x 1nA
1.9 AAC x 1nA
1 a 10 Mohm",,CMASM-IDE-T48-067,3450005,MK-48,,01/05/25,01/05/25,01/15/25,01/10/25,7,08/10/25,DESCALIBRADO,certificado nº 2142002/2025,CMASM,MK-48,"R$ 3,104.95",R$ 0.00,,CMS,,
ELE ,CALIBRADOR MULTIFUNÇÃO ,FLUKE,5100B,"200 VDC x 100 uV
1100 VAC x 0.1 uV
1.9 ADC x 1nA
1.9 AAC x 1nA
1 a 10 Mohm",,CMASM-IDE-T48-069,4795018,MK-48,,07/23/23,08/11/23,,01/19/23,7,08/19/23,DESCALIBRADO,,CMASM,"INSTRUMENTO COM DEFEITO. 
FAZER PS REPARO
Enviado como sucata","R$ 3,104.95",R$ 0.00,,CMS,,
ELE ,CALIBRADOR TENSÃO,CALIBRATORS INC,DVL 8500,+- 19.999 VDC x 1mV,,CMASM-IDE-T48-031,23360381,MK-48,,06/28/23,06/28/23,07/25/23,07/20/23,36,07/20/26,CALIBRADO,certificado nº 2142067/2023,CMASM,,R$ 373.86,R$ 0.00,,CMS,,
ELE ,CONTADOR,KEYSIGHT,5335A,,,CMASM-IDE-T48-045,2934A14344,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/07/26,36,01/07/29,CALIBRADO,EM CALIBRAÇÃO,CMS,,,R$ 450.00,,MQT 129/2025,,
ELE ,CONTADOR,KEYSIGHT,5335A,,,CMASM-IDE-T48-096,2838A12773,MK-48,,10/05/23,10/09/23,12/21/23,11/27/23,36,11/27/26,CALIBRADO,certificado nº 2142131/2023,CMASM,,R$ 747.66,R$ 450.00,,MQT 129/2025,,
MEC,DINAMÔMETRO ,CHATILLON,COX AN10,57,L/m,CMASM-IDM-T48-039,206,MK-48,,10/25/24,10/31/24,11/25/24,11/21/24,36,11/21/27,CALIBRADO,falta certificado ,CMASM,MSMI LOTE 02,R$ 84.33,R$ 240.00,,MQT 129/2025,,
MEC,DINAMÔMETRO ,CHATILLON,COX AN10,57,L/m,CMASM-IDM-T48-040,203,MK-48,,,,,02/19/20,36,02/19/23,DESCALIBRADO,calibrar em 2025,CMASM,vrf calibração,R$ 84.33,R$ 240.00,,MQT 129/2025,,
MEC,DINAMÔMETRO ,,"SCALE, PUSH/PULL TENSION  500 g","0,5",Kg ,CMASM-IDM-T48-053,516-500,MK-48,MQT LT2 / 2026,08/23/24,09/18/24,10/16/24,10/01/24,12,10/01/25,DESCALIBRADO,MQT31202/24,CMASM,,R$ 84.33,R$ 240.00,,MQT 129/2025,23,
MEC,DINAMÔMETRO ,CHATILLON,COX AN10,57,L/m,CMASM-IDM-T48-302,206,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/07/26,36,01/07/29,CALIBRADO,calibrar em 2025,CMASM,,R$ 84.33,R$ 240.00,,MQT 129/2025,,
MEC,DINAMÔMETRO ,CHATILLON,COX AN10,57,L/m,CMASM-IDM-T48-305,207,MK-48,,10/25/24,10/31/24,11/25/24,11/21/24,36,11/21/27,CALIBRADO,falta certificado ,CMASM,MSMI LOTE 02,R$ 84.33,R$ 240.00,,MQT 129/2025,,
MEC,DINAMÔMETRO DIGITAL,,"SCALE, DIGITAL READOUT 5000 LB",2268,Kg ,CMASM-IDM-T48-268,19406/22632,MK-48,,12/05/24,,,02/11/25,24,02/11/27,CALIBRADO,MQT4136/25,CMASM,MQT LOTE 02,R$ 84.33,R$ 228.00,,MQT 129/2025,,
MEC,DINAMÔMETRO DIGITAL,,"SCALE, DIGITAL READOUT 2500 LB",1134,Kg ,CMASM-IDM-T48-269,8115,MK-48,,MQT LT1.2026,12/15/25,12/15/25,01/23/26,12,01/23/27,SEM CONDIÇOES DE USO,,,NOVO PREGÃO,,R$ 228.00,,MQT 129/2025,,
ELE ,GROUND STRAP TESTER,,Ground Strap Tester 253A,,,CMASM-IDE-T48-007,177,MK-48,CMS 2026,,,,08/25/20,12,08/25/21,DESCALIBRADO,,CMASM,,R$ 0.00,R$ 322.24,,CMS,,
ELE ,GROUND STRAP TESTER,,Ground Strap Tester 253A,,,CMASM-IDE-T48-010,179,MK-48,CMS 2026,08/23/24,09/16/24,10/30/24,10/22/24,12,10/22/25,DESCALIBRADO,falta certificado ,CMASM,,R$ 0.00,R$ 322.24,,CMS,,
ELE ,GROUND STRAP TESTER,,Ground Strap Tester 253A,,,CMASM-IDE-T48-017,182,MK-48,CMS 2026,08/23/24,09/16/24,10/30/24,10/22/24,12,10/22/25,DESCALIBRADO,falta certificado ,CMASM,,R$ 0.00,R$ 322.24,,CMS,,
ELE ,GROUND STRAP TESTER,,Ground Strap Tester 253A,,,CMASM-IDE-T48-020,174,MK-48,,08/23/24,09/16/24,10/30/24,10/22/24,12,10/22/25,DESCALIBRADO,falta certificado ,CMASM,,R$ 0.00,,,DESERTO,,
ELE ,GROUND STRAP TESTER,,Ground Strap Tester 253A,,,CMASM-IDE-T48-027,185,MK-48,,08/23/24,09/16/24,10/30/24,10/22/24,12,10/22/25,DESCALIBRADO,falta certificado ,CMASM,,R$ 0.00,,,DESERTO,,
ELE ,GROUND STRAP TESTER,,Ground Strap Tester 253A,,,CMASM-IDE-T48-028,178,MK-48,,08/23/24,09/16/24,10/30/24,10/22/24,12,10/22/25,DESCALIBRADO,falta certificado ,CMASM,,R$ 0.00,,,DESERTO,,
ELE ,IGNITER CIRCUIT TEST ,,Mod. 101-5BFAA,,,CMASM-IDE-T48-052,26360,MK-48,,08/23/24,09/16/24,10/30/24,10/22/24,36,10/22/27,CALIBRADO,falta certificado ,MSMI,,R$ 776.23,R$ 0.00,,CMS,,
ELE ,IGNITER CIRCUIT TEST ,,Mod. 101-5BFAA,,,CMASM-IDE-T48-058,00161AA,MK-48,,08/23/24,09/16/24,10/30/24,10/22/24,36,10/22/27,CALIBRADO,falta certificado ,MSMI,,R$ 776.23,R$ 0.00,,CMS,,
ELE ,IGNITER CIRCUIT TEST ,,Mod. 101-5BFAA,,,CMASM-IDE-T48-070,00180,MK-48,CMS 2026,,,,05/26/22,36,05/26/25,DESCALIBRADO,,CMASM,,R$ 776.23,R$ 967.01,,CMS,,
ELE ,IGNITER CIRCUIT TEST ,,Mod. 101-5BFAA,,,CMASM-IDE-T48-076,00171,MK-48,CMS 2026,,,,02/24/23,36,02/24/26,DESCALIBRADO,,CMASM,,R$ 776.23,R$ 967.01,,CMS,,
MEC,MANOMETRO ,,,,,CMASM-IDM-T48-263,AS-00888,MK-48,,MQT LT1.2026,12/15/25,12/15/25,01/23/26,12,,SEM CONDIÇOES DE USO,,,NOVO PREGÃO,,,,MQT 129/2025,,
MEC,MANÔMETRO ANALÓGICO,,"GAUGE, (0-30 PSI)",30,PSI,CMASM-IDM-T48-187,,MK-48,,12/05/24,,,02/10/25,24,02/10/27,CALIBRADO,MQT4133/25,CMASM,,R$ 90.00,R$ 65.00,,MQT 129/2025,,
MEC,MANÔMETRO ANALÓGICO,,"GAUGE, PRESSURE (0-200 PSI) ECP REQ",200 ,PSI,CMASM-IDM-T48-189,012810,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/07/26,24,01/07/28,CALIBRADO,P-006376 ,CMASM,,R$ 90.00,R$ 65.00,,MQT 129/2025,,
MEC,MANÔMETRO ANALÓGICO,,"GAUGE, (IN.Hg VAC 30-0-60 PSI)",60,,CMASM-IDM-T48-194,,MK-48,,12/05/24,,,02/10/25,24,02/10/27,CALIBRADO,MQT4150/25,CMASM,,R$ 90.00,R$ 65.00,,MQT 129/2025,,
MEC,MANÔMETRO ANALÓGICO,,"GAUGE, (0-30 PSI)",30,PSI,CMASM-IDM-T48-239,,MK-48,,08/23/24,09/18/24,10/16/24,09/30/24,24,09/30/26,CALIBRADO,MQT31145/24,CMASM,,R$ 90.00,R$ 65.00,,MQT 129/2025,,
MEC,MANÔMETRO ANALÓGICO,,GAUGE 2000 PSI ,2000,PSI,CMASM-IDM-T48-244,,MK-48,,12/05/24,,,02/10/25,24,02/10/27,CALIBRADO,MQT4143/25,CMASM,,R$ 90.00,R$ 65.00,,MQT 129/2025,,
MEC,MANÔMETRO ANALÓGICO,,GAUGE 2000 PSI ,2000,PSI,CMASM-IDM-T48-245,,MK-48,,08/23/24,09/18/24,10/16/24,09/30/24,24,09/30/26,CALIBRADO,MQT31145/24,CMASM,,R$ 90.00,R$ 65.00,,MQT 129/2025,,
MEC,MANÔMETRO ANALÓGICO,,GAUGE 2000 PSI,2000,PSI,CMASM-IDM-T48-247,,MK-48,MQT LT2 / 2026,10/23/23,10/25/23,02/05/24,01/23/24,24,01/23/26,DESCALIBRADO,P-006423,CMASM,,R$ 90.00,R$ 65.00,,MQT 129/2025,26,
MEC,MANÔMETRO ANALÓGICO,,GAUGE 2000 PSI,2000,PSI,CMASM-IDM-T48-248,,MK-48,MQT LT2 / 2026,10/23/23,10/25/23,02/05/24,01/23/24,24,01/23/26,DESCALIBRADO,P-006422,CMASM,,R$ 90.00,R$ 65.00,,MQT 129/2025,26,
MEC,MANÔMETRO ANALÓGICO,,GAUGE 1500 PSI,1500,PSI,CMASM-IDM-T48-249,,MK-48,,08/23/24,10/18/24,10/16/24,10/01/24,24,10/01/26,CALIBRADO,MQT31148/24,CMASM,,R$ 90.00,R$ 65.00,,MQT 129/2025,,
MEC,MANÔMETRO ANALÓGICO,,GAUGE 100 PSI,100,PSI,CMASM-IDM-T48-251,,MK-48,,12/05/24,,,02/10/25,24,02/10/27,CALIBRADO,MQT4147/25,CMASM,,R$ 90.00,R$ 65.00,,MQT 129/2025,,1417/26
MEC,MANÔMETRO ANALÓGICO,,GAUGE 100 PSI,100,PSI,CMASM-IDM-T48-252,,MK-48,,12/05/24,,,02/10/25,24,02/10/27,CALIBRADO,MQT4134/25,CMASM,,R$ 90.00,R$ 65.00,,MQT 129/2025,,
MEC,MANÔMETRO ANALÓGICO,,GAUGE 100 PSI,100,PSI,CMASM-IDM-T48-253,,MK-48,,08/23/24,10/18/24,10/16/24,10/01/24,24,10/01/26,CALIBRADO,MQT31149/24 ,CMASM,,R$ 90.00,R$ 65.00,,MQT 129/2025,,
MEC,MANÔMETRO ANALÓGICO,,GAUGE 100 PSI,100,PSI,CMASM-IDM-T48-254,,MK-48,,08/23/24,10/18/24,10/16/24,10/01/24,24,10/01/26,CALIBRADO,MQT31151/24 ,CMASM,,R$ 90.00,R$ 65.00,,MQT 129/2025,,
MEC,MANÔMETRO ANALÓGICO,,GAUGE 30 PSI,30,PSI,CMASM-IDM-T48-255,,MK-48,,08/23/24,18/1024,10/16/24,10/01/24,24,10/01/26,CALIBRADO,MQT31152/24,CMASM,,R$ 90.00,R$ 65.00,,MQT 129/2025,,
MEC,MANÔMETRO ANALÓGICO,,GAUGE 160 PSI,160,PSI,CMASM-IDM-T48-257,,MK-48,,12/05/24,,,02/10/25,24,02/10/27,CALIBRADO,MQT4128/25,CMASM,,R$ 90.00,R$ 65.00,,MQT 129/2025,,
MEC,MANÔMETRO ANALÓGICO,,GAUGE 2000 PSI,,,CMASM-IDM-T48-258,,MK-48,,12/05/24,,,02/10/25,24,02/10/27,CALIBRADO,MQT4132/25,CMASM,,R$ 90.00,R$ 65.00,,MQT 129/2025,,
MEC,MANÔMETRO ANALÓGICO,,GAUGE ASSEMBLY (0-3000 PSIG) ,3000,PSI,CMASM-IDM-T48-260,CM-131808,MK-48,,12/05/24,,,02/10/25,24,02/10/27,CALIBRADO,MQT4153/25,CMASM,,R$ 90.00,R$ 65.00,,MQT 129/2025,,
MEC,MANÔMETRO ANALÓGICO,,GAUGE ASSEMBLY (0-3000 PSIG) ,3000,PSI,CMASM-IDM-T48-261,CM-131840,MK-48,,08/23/24,10/18/24,10/16/24,10/01/24,24,10/01/26,CALIBRADO,MQT31205/24 ,CMASM,,R$ 90.00,R$ 65.00,,MQT 129/2025,,
MEC,MANÔMETRO ANALÓGICO,,"GAUGE, (30-0-30 PSI)",30,PSI,CMASM-IDM-T48-265,KR01833,MK-48,,12/05/24,,,02/10/25,24,02/10/27,CALIBRADO,MQT4149/25,CMASM,,R$ 90.00,R$ 65.00,,MQT 129/2025,,
MEC,MANÔMETRO ANALÓGICO,,GAUGE  300 PSI ,300,PSI,CMASM-IDM-T48-278,,MK-48,,12/05/24,,,02/10/25,24,02/10/27,CALIBRADO,MQT4141/25,CMASM,,R$ 90.00,R$ 65.00,,MQT 129/2025,,
MEC,MANÔMETRO ANALÓGICO,,"GAUGE, (30-0-30 PSI)",30,PSI,CMASM-IDM-T48-328,42128,MK-48,,08/23/24,10/18/24,10/16/24,10/01/24,24,10/01/26,CALIBRADO,MQT31174/24,CMASM,,R$ 90.00,R$ 65.00,,MQT 129/2025,,
MEC,MANÔMETRO ANALÓGICO,,"GAUGE, ABSOLUTE PRESSURE (0-20 PSIG)",20,PSI,CMASM-IDM-T48-345,0711117,MK-48,,,,,01/19/21,13,02/19/22,inativo,,BACS,"
MK48 ESTÁ VRF",R$ 90.00,R$ 65.00,,MQT 129/2025,,
