ELE/MEC,EQUIPAMENTO,MARCA ,MODELO,RANGE,"UNIDADE
RANGE",COD INTERNO,SERIAL,DIVISÃO,PS,ENTRADA OF ET,SAÍDA/CAL,RETORNO CAL,ULTIMA CALIBRAÇÃO,CICLO CALIBRAÇÃO,PRÓXIMA CALIBRAÇÃO,VALIDADE CALIBRAÇÃO,CERTIFICADO  ,SITUAÇÃO,COMENTÁRIOS,CUSTO ESTIMADO,CUSTO CONTRAT (R$),PAGAMENTO,LOCAL CALIBRAÇÃO,item,CERTIFICADO 
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 18 IN LB 1/4 SQ DR",2.5,Nm,CMASM-IDM-T48-034,BT-1B,MK-48,,09/16/24,09/18/24,10/16/24,11/16/22,24,11/16/24,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 75 IN LB 3/8 SQ DR",10.0,Nm,CMASM-IDM-T48-034,04111342,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,18,04/02/26,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 8 IN LB",1.0,Nm,CMASM-IDM-T48-035,BT-1,MK-48,,07/15/24,08/20/24,08/12/24,07/25/24,24,07/25/26,CALIBRADO,215017/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 18 IN LB 1/4 SQ DR",2.5,Nm,CMASM-IDM-T48-036,BT-1B,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,24,10/02/26,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 75 IN LB 3/8 SQ DR",10.0,Nm,CMASM-IDM-T48-037,ADCAP,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,24,10/02/26,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 18 IN LB 1/4 SQ DR",2.5,Nm,CMASM-IDM-T48-038,BT-1B,MK-48,,10/13/24,10/15/24,11/11/24,11/06/24,24,11/06/26,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 150-0-150 IN LB 3/8 SQ DR",20.0,Nm,CMASM-IDM-T48-041,39887,MK-48,MQT LT2 / 2026,10/13/24,10/15/24,11/11/24,11/06/24,15,02/06/26,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,35,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 150-0-150 IN LB 3/8 SQ DR",15.0,Nm,CMASM-IDM-T48-042,39883,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,15,04/05/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 75-0-75 IN LB 1/4 SQ DR",10.0,Nm,CMASM-IDM-T48-043,24456,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,30,04/02/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 75-0-75 IN LB 1/4 SQ DR",10.0,Nm,CMASM-IDM-T48-044,24496,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,30,04/02/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 150-0-150 IN LB 3/8 SQ DR",15.0,Nm,CMASM-IDM-T48-045,39890,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,15,04/05/27,CALIBRADO,213753/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, ROTARY TORQUE DRIVER 12-0-12 IN LB",2.0,Nm,CMASM-IDM-T48-046,8756,MK-48,,07/15/24,08/20/24,08/12/24,07/24/24,36,07/24/27,CALIBRADO,216994/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 50-0-50 IN LB 1/4 SQ DR",6.0,Nm,CMASM-IDM-T48-047,7157,MK-48,,07/15/24,08/20/24,08/12/24,07/24/24,36,07/24/27,CALIBRADO,215149/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 75 IN LB 1/4 HEX",10.0,Nm,CMASM-IDM-T48-048,,MK-48,,07/15/24,08/20/24,08/12/24,08/02/24,24,08/02/26,CALIBRADO,217108/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 250 IN LB",30.0,Nm,CMASM-IDM-T48-050,04111019,MK-48,,07/15/24,08/20/24,08/12/24,07/24/24,24,07/24/26,CALIBRADO,213814/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",35.0,Nm,CMASM-IDM-T48-051,81013501,MK-48,,07/15/24,08/20/24,08/12/24,07/24/24,24,07/24/26,CALIBRADO,214017/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 30 IN LB 1/4 SQ DR",3.0,Nm,CMASM-IDM-T48-052,,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,24,10/02/26,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 7-25 FT LB 3/16 HEX",35.0,Nm,CMASM-IDM-T48-057,0608506720,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,24,10/02/26,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",35.0,Nm,CMASM-IDM-T48-058,81006153,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,24,10/02/26,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 75 IN LB 3/8 SQ DR CCW",10.0,Nm,CMASM-IDM-T48-060,702C,MK-48,MQT LT2 / 2026,07/15/24,08/20/24,08/12/24,07/25/24,18,01/25/26,DESCALIBRADO,215132/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,35,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 75 IN LB 1/4 HEXBIT",10.0,Nm,CMASM-IDM-T48-061,702A,MK-48,,07/15/24,08/20/24,08/12/24,08/02/24,24,08/02/26,CALIBRADO,217141/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 75-0-75 IN LB 1/4 SQ DR",10.0,Nm,CMASM-IDM-T48-062,24486,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,30,04/02/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 50-0-50 FT LB 3/8 SQ DR",70.0,Nm,CMASM-IDM-T48-063,11896,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,24,10/02/26,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 150-0-150 IN LB 3/8 SQ DR",20.0,Nm,CMASM-IDM-T48-064,39889,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,15,04/05/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 140 IN LB",16.0,Nm,CMASM-IDM-T48-065,1509,MK-48,,07/15/24,08/20/24,08/12/24,07/24/24,24,07/24/26,CALIBRADO,213960/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 30-0-30 IN LB 1/4 SQ DR",4.0,Nm,CMASM-IDM-T48-066,13547,MK-48,,07/15/24,08/20/24,08/12/24,07/25/24,36,07/25/27,CALIBRADO,215115/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 30-0-30 IN LB 1/4 SQ DR",4.0,Nm,CMASM-IDM-T48-067,13555,MK-48,,07/15/24,08/20/24,08/12/24,07/24/24,36,07/24/27,CALIBRADO,216976/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 50-0-50 FT LB 3/8 SQ DR",70.0,Nm,CMASM-IDM-T48-068,11897,MK-48,,07/15/24,08/20/24,08/12/24,07/24/24,24,07/24/26,CALIBRADO,213878/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 75 IN LB 3/8 SQ DR",10.0,Nm,CMASM-IDM-T48-069,557-2,MK-48,,07/15/24,08/20/24,08/12/24,07/24/24,18,01/24/26,DESCALIBRADO,213768/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 85 IN LB",10.0,Nm,CMASM-IDM-T48-070,VB100T,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,10,11/05/26,CALIBRADO,214960/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, ROTARY TORQUE DRIVER 12-0-12 IN LB",2.0,Nm,CMASM-IDM-T48-071,8757,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,36,10/02/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,TORQUE DRIVER 60-0-60  IN LB 1/4 SQ DR,10.0,Nm,CMASM-IDM-T48-072,6301,MK-48,,07/15/24,08/20/24,08/12/24,07/24/24,24,07/24/26,CALIBRADO,213852/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 10 IN LB (2T-1)",15.0,Nm,CMASM-IDM-T48-073,VB 2T-1,MK-48,MQT LT2 / 2026,07/15/24,08/20/24,08/12/24,07/25/24,18,01/25/26,DESCALIBRADO,Sem etiqueta/214946/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,35,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 30-0-30 IN LB 1/4 SQ DR",4.0,Nm,CMASM-IDM-T48-074,13557,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,36,10/02/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 150-0-150 IN LB 3/8 SQ DR",20.0,Nm,CMASM-IDM-T48-075,101704294,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,24,10/02/26,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 600-0-600 IN LB 1/2 SQ DR",70.0,Nm,CMASM-IDM-T48-076,7104,MK-48,,07/15/24,08/20/24,08/12/24,07/24/24,30,01/24/27,CALIBRADO,215158/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 30 IN LB 1/4 SQ DR",4.0,Nm,CMASM-IDM-T48-077,BT-1 ,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,24,10/02/26,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 600-0-600 IN LB 1/2 SQ DR",70.0,Nm,CMASM-IDM-T48-078,7143,MK-48,,09/24/24,09/24/24,10/16/24,10/02/24,30,04/02/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 18 IN LB 1/4 SQ DR",2.5,Nm,CMASM-IDM-T48-080,BT-1B,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,12,01/05/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 50-0-50 FT LB 1/2 SQ DR",70.0,Nm,CMASM-IDM-T48-081,4127,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,15,04/05/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 600-0-600 IN LB 3/8 SQ DR TE50FUA",70.0,Nm,CMASM-IDM-T48-082,17185,MK-48,,07/15/24,08/20/24,08/12/24,07/24/24,24,07/24/26,CALIBRADO,213913/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 200-600 FT LB",820.0,Nm,CMASM-IDM-T48-083,1108101176,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,24,10/02/26,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",35.0,Nm,CMASM-IDM-T48-084,81006178,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,24,10/02/26,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 75-0-75 IN LB 1/4 SQ DR",10.0,Nm,CMASM-IDM-T48-085,24491,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,30,04/02/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",35.0,Nm,CMASM-IDM-T48-086,81006152,MK-48,,10/13/24,10/15/24,11/11/24,11/06/24,24,11/06/26,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 50-0-50 IN LB 1/4 SQ DR",6.0,Nm,CMASM-IDM-T48-087,7167,MK-48,,10/13/24,10/15/24,11/11/24,11/06/24,24,11/06/26,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 100-0-100 FT LB 1/2 SQ DR",140.0,Nm,CMASM-IDM-T48-088,7943,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,15,04/05/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 30-0-30 IN LB 1/4 SQ DR",4.0,Nm,CMASM-IDM-T48-089,13552,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,36,10/02/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 100-0-100 FT LB 1/2 SQ DR",140.0,Nm,CMASM-IDM-T48-09,7715,MK-48,,07/15/24,08/20/24,08/12/24,07/24/24,15,10/24/25,DESCALIBRADO,214012/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",35.0,Nm,CMASM-IDM-T48-090,81006156,MK-48,,07/15/24,08/20/24,08/12/24,07/24/24,24,07/24/26,CALIBRADO,295848/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",35.0,Nm,CMASM-IDM-T48-091,81013496,MK-48,,07/15/24,08/20/24,08/12/24,07/24/24,24,07/24/26,CALIBRADO,213868/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 150-0-150 IN LB 3/8 SQ DR",20.0,Nm,CMASM-IDM-T48-092,39723,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,15,04/05/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 250-0-250 FT LB 1/2 SQ DR TE250",340.0,Nm,CMASM-IDM-T48-093,19164,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,30,07/05/28,CALIBRADO,NAO CALIBRAR EM 2024,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 50-0-50 FT LB 1/2 SQ DR",70.0,Nm,CMASM-IDM-T48-095,4126,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,15,04/05/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 50 IN LB 3/8 SQ DR",6.0,Nm,CMASM-IDM-T48-096,713,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,18,07/05/27,CALIBRADO,215125/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 30-0-30 IN LB 1/4 SQ DR",4.0,Nm,CMASM-IDM-T48-097,13559,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,36,10/02/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 600-0-600 IN LB 1/2 SQ DR",70.0,Nm,CMASM-IDM-T48-098,7100,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,30,04/02/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 140 IN LB",16.0,Nm,CMASM-IDM-T48-099,1024,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,24,10/02/26,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 150 IN LB",20.0,Nm,CMASM-IDM-T48-100,430,MK-48,,07/15/24,08/20/24,08/12/24,08/02/24,22,06/02/26,DESCALIBRADO,217079/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 150 IN LB",20.0,Nm,CMASM-IDM-T48-100A,07286,MK-48,,10/13/24,10/15/24,11/11/24,11/06/24,22,09/06/26,CALIBRADO,MSMI TORQ LOTE 03,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 15-0-15 IN LB 1/4 SQ DR",2.0,Nm,CMASM-IDM-T48-103,6267,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,36,10/02/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 75-0-75 IN LB 1/4 SQ DR",10.0,Nm,CMASM-IDM-T48-104,24476,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,30,07/05/28,CALIBRADO,NAO CALIBRAR EM 2024,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 75-0-75 IN LB 1/4 SQ DR",10.0,Nm,CMASM-IDM-T48-105,24477,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,30,04/02/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 150-0-150 IN LB 3/8 SQ DR",15.0,Nm,CMASM-IDM-T48-106,39880,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,15,04/05/27,CALIBRADO,213845/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 250-0-250 FT LB 1/2 SQ DR TE250",340.0,Nm,CMASM-IDM-T48-108,081123983,MK-48,,10/13/24,10/15/24,11/11/24,11/06/24,24,11/06/26,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 15-0-15 IN LB 1/4 SQ DR",2.0,Nm,CMASM-IDM-T48-109,6265,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,36,01/05/29,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",35.0,Nm,CMASM-IDM-T48-110,81013499,MK-48,,10/13/24,10/15/24,11/11/24,11/06/24,24,11/06/26,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 50 IN LB 3/8 SQ DR",6.0,Nm,CMASM-IDM-T48-112,713,MK-48,MQT LT2 / 2026,09/16/24,09/18/24,10/16/24,10/02/24,18,04/02/26,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,35,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 18 IN LB 1/4 SQ DR",2.5,Nm,CMASM-IDM-T48-115,186,MK-48,,07/15/24,08/20/24,08/12/24,07/24/24,24,07/24/26,CALIBRADO,213785/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",35.0,Nm,CMASM-IDM-T48-119,81013488,MK-48,,10/13/24,10/15/24,11/11/24,11/06/24,24,11/06/26,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 30-0-30 IN LB 1/4 SQ DR",4.0,Nm,CMASM-IDM-T48-120,13558,MK-48,,09/24/24,09/24/24,10/16/24,10/02/24,36,10/02/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 18 IN LB 1/4 SQ DR",2.5,Nm,CMASM-IDM-T48-122,BT-1B,MK-48,,10/13/24,10/15/24,11/11/24,11/06/24,24,11/06/26,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",35.0,Nm,CMASM-IDM-T48-123,81013494,MK-48,,10/13/24,10/15/24,11/11/24,11/06/24,24,11/06/26,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 75-0-75 IN LB 1/4 SQ DR",10.0,Nm,CMASM-IDM-T48-124,24468,MK-48,,07/15/24,08/20/24,08/12/24,07/24/24,30,01/24/27,CALIBRADO,213991/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 30-0-30 IN LB 1/4 SQ DR",4.0,Nm,CMASM-IDM-T48-125,13551,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,36,10/02/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 30-0-30 IN LB 1/4 SQ DR",4.0,Nm,CMASM-IDM-T48-126,13562,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,36,10/02/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 30-0-30 IN LB 1/4 SQ DR",4.0,Nm,CMASM-IDM-T48-127,13553,MK-48,,09/24/24,09/24/24,10/16/24,10/02/24,36,10/02/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 18 IN LB 1/4 SQ DR",2.5,Nm,CMASM-IDM-T48-128,,MK-48,,10/13/24,10/15/24,11/11/24,11/06/24,24,11/06/26,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 30 IN LB 1/4 SQ DR",3.0,Nm,CMASM-IDM-T48-129,BT-1,MK-48,,07/15/24,08/20/24,08/12/24,07/24/24,24,07/24/26,CALIBRADO,213835/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 75 IN LB 1/4 HEXBIT",10.0,Nm,CMASM-IDM-T48-130,7549,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,24,10/02/26,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 600-0-600 IN LB 1/2 SQ DR",70.0,Nm,CMASM-IDM-T48-131,4906,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,30,07/05/28,CALIBRADO,NAO CALIBRAR EM 2024,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",35.0,Nm,CMASM-IDM-T48-132,81013486,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,24,10/02/26,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 75-0-75 IN LB 1/4 SQ DR",10.0,Nm,CMASM-IDM-T48-133,24488,MK-48,,07/15/24,08/20/24,08/12/24,07/24/24,30,01/24/27,CALIBRADO,216964/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 150-0-150 IN LB 3/8 SQ DR",20.0,Nm,CMASM-IDM-T48-134,39884,MK-48,MQT LT2 / 2026,09/16/24,09/18/24,10/16/24,10/02/24,15,01/02/26,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,35,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",35.0,Nm,CMASM-IDM-T48-135,81013497,MK-48,,10/13/24,10/15/24,11/11/24,11/06/24,24,11/06/26,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
